CONTACT,PHONE_NEW,ADDRESS_NEW,CITY,STATE,ZIP
Rose Durbin,(887) 943-3889,28 Hazel Foster Ct. W.,Carmel,IN,46033
Doug Gosik,(277) 394-9406,90 Ritter Road,Mechanicsburg,PA,17055
Tom Brosseau,(869) 178-9829,"24 Berkshire Lane, Suite 700",Dallas,TX,75225
Pamela White,(841) 228-0981,37 Post Oak Blvd.,Houston,TX,77056
R.L. Mize,(825) 793-3147,P.O. Box 59,Houston,TX,77210-4415
Robert McPherson,(750) 757-8820,"19 Public Square, 5th Floor",Cleveland,OH,44114-1306
Stephen R. Collins,(321) 542-9144,54 Forsyth,St. Louis,MO,63105
Rita Quary,(355) 534-5973,,Cleveland,OH,
,(720) 866-4236,One Metropolitan Square,St. Louis,MO,63102
Nick Viti,(760) 281-4736,99 Fish Rd,Tiverton,RI,02878-3721
,(668) 762-9548,49 Catamaran,Marina Del Rey,CA,90292
john doyle,(506) 907-7720,42 s. 15th St,philadelphia,pa,19102
James  Crumley,(254) 145-7037,70 Presidential Pkwy,Upper Marlboro,MD,20772
David Rambo,(607) 952-4875,83 West Elm St,Conshohocken,PA,19428
,(248) 693-1902,67,Roy,UT,84067
Don Paul,(735) 400-2433,55 Skypark Dr,Torrance,CA,90505
Tom Mindrum,(623) 133-3647,79 Unquowa Rd.,Fairfield,CT,06430
Nate Nickerson,(559) 844-0425,37 East 6th Street,Austin,TX,78701
,(208) 920-5267,Ten Post Office Square,Boston,MA,2109
Weldon Thomas,(316) 115-0029,P.O. Box 33,Fort Worth,TX,76121
Weldon Killion,(936) 613-2465,10 N. Palm 101,Fresno,CA,93704
,(482) 260-7032,79 Meridian Road,Eatontown,NJ,7724
Brad Copeland,(403) 571-3407,"59 Ross Ave., 3700 TX Commerce",Dallas,TX,75102
Rob Cochran,(795) 762-4612,58 William Penn Hwy,Monroeville,PA,15146-2746
debra perez,(218) 304-2523,38 N Goldsboro Street,Wilson,nc,27894
,(553) 647-2437,90 Lawrence Ave,Roselle,IL,60172
Jennifer Meredith,(617) 901-7447,P.O. Box 32,Amherst,NY,14226
John Bowen,(827) 603-4042,86 Yonge Street #1010,Toronto,On,M4W 3C7
Tom Martin,(648) 812-2410,24 South Main,Weatherford,TX,76086
Anthony Y. Strike,(231) 736-2550,52 Ross Avenue,Cincinnati,OH,45212
Marcello do Guzman,(682) 699-5430,36 Cordova Way #15,Concord,CA,94519
Alex Wimberly,(202) 988-6915,,New Orleans,LA,
Tim Prestridge,(547) 512-9691,,Dallas,TX,
Rhonda Lanford,(768) 184-0378,58 Gregory Street,Madison,wi,53711
Chris Reutz,(570) 618-8568,80 West Ash Street,San Diego,CA,92101-3351
Todd  Alexander,(590) 201-4669,19 Armory Drive,Nashville,TN,37204
Jim McGinnis,(758) 370-5107,P.O. Box 4,College Park,MD,20741
Gary Reimer,(787) 655-8986,76 The Exchange,Atlanta,GA,30339
Lisa Ziorges,(746) 559-8864,89 E Lake St,Horicon,WI,53032-0144
Linda Kelley,(974) 322-2059,57 Tollgate Road,Elgin,IL,60123
Cathy Levesque Gilbert,(493) 487-6463,23 Main St,Franklin,MA,02038-1917
Mike Lachs,(610) 859-7324,One Gate Hall Drive,Parsippany,NJ,07054
Pamela Houck,(274) 211-5856,58 N.E. Madrona,Myrtle Creek,or,97457
Alan Borg,(373) 952-6486,16 East Road,Wallkill,NY,12589
Carrie Jones,(412) 693-1142,76 W. Kiowa Ave.,Mesa,AZ,85210
Bebe Hall,(341) 518-9841,8 Douglas Ave,Dallas,TX,75225
Douglas Fisher,(491) 237-0606,100 Community Drive,South Burlington,VT,05403
Elizabeth Stetenfeld,(313) 124-6188,96 Greenway Drive,Irving,TX,75038
Ken Smith,(257) 807-0255,P.O. Box 43,Huntsville,AL,35804
Edward Holman,(327) 254-4753,"11 North Central Expressway, Suite 560",dallas,Tx.,75206
Brian Schroeder,(295) 825-1251,13 Northwest Mall,Houstin,TX,77092
Tom Murphy,(682) 324-0481,47 South Potomac,Englewood,CO,80112
Mike Dixon,(398) 232-8687,68 E. Winchester Street,Salt Lake City,UT,84107
Jim Krebs,(610) 927-7970,45 N. Mays,Round Rock,TX,78664
Lori H. Buxton,(907) 507-8917,16 Main Street,Irvine,CA,92614
Marc Boorstein,(979) 683-8707,70 South Wacker Drive 450,Chicago,IL,60606
Rick Malone,(783) 274-5364,3 Elizabeth Ln.,Smyrna,GA,30080
Fran Patton,(957) 978-3029,97-40 Bell Blvd,Bayside,NY,11361
Walter Verhalen,(580) 352-5279,"13 Trinity Mills, Suite 121",Carrollton,TX,75006
Steve Ware,(986) 542-9055,10 W. Cypress St.,Tampa,fl,33607
harry shapiro,(598) 712-3741,90 vanowen,west hills,ca,91307
Adam Diamond,(823) 931-2877,86 Thorn Hill,Warrendale,PA,15086
Jon Goldberg,(353) 175-3977,"66 Wisconsin Avenue, NW",Washington,DC,20016
Joseph Drasin,(861) 856-4531,"69 Wilson Blvd., # 400",Arlington,VA,22209
Dr. Tom Stoval,(528) 645-0404,21 Poplar Avenue,Memphis,TN,38157
,(425) 892-4908,32 Garden Center,Broomfield,CO,80020
Sharon Levi,(698) 418-1355,27 West Central Rd.,Hoffman Estates,IL,60195
Fred Benton,(261) 165-3257,3 Beacon Parkway,Birmingham,AL,35209
larry fulton,(822) 120-2076,86 hidden branches,harrison,tn,37341
Joe Morgan,(807) 248-5885,80 E. Camelback Rd,Phoenix,AZ,85016
Carin Coblentz,(647) 893-9782,15 Painters Mill Road,Owings Mills,MD,21117
Adam Howells,(733) 680-3823,88 Spring Valley Rd.,Dallas,TX,75244
Manish Mishra,(424) 210-8447,51-5-17 koto ku,tokyo,Ny,323-449
Penny Baxter,(892) 946-6045,"6 Tollgate Raod, Suite E",Elgin,IL,60123
Tracy Lester,(609) 647-7534,PO Box 49,Lebannon,VA,24266
Stacey Robertson,(668) 494-5636,41 Washington Square,Norristown,PA,19403-3675
James Richards,(226) 920-2327,87 Phlox Ave.,Metaire,LA,70001
Brian Duke,(938) 100-1690,31 N. New York Avenue,Winter Park,FL,32789
Brent Shelton,(779) 706-6797,TBD - We are looking,Minneapolis,MN,55403
Laura Sweep,(436) 376-7236,43 8th Ave (80631),Greeley,CO,80632
Jennifer Hill,(686) 769-1587,PMB 54,Denver,CO,80222-4040
Birdie Wing,(788) 837-9809,35 West Monroe,Chicago,IL,60661
cindy oatis,(286) 847-2559,One Burlington Woods Drive,Burlington,MA,01803
Jane Nally,(992) 610-9092,39 Linn Station Road,Louisville,KY,40223
,(687) 210-6949,15 South 1st Street,Norfolk,NE,68701
Lupe Garza,(693) 454-6923,69 N. Mesa,El Paso,TX,79902
Irwin Chase,(472) 112-0305,8 Ann & Hope Way,North Reading,MA,02864
noelle lengyel,(717) 140-1928,"88 Dorado Terrace, #9",San Francisco,CA,94112
Rick Rozar,(813) 268-5454,45 Hutton Centre,Santa Ana,CA,92707
,(996) 717-0762,,Hampton,VA,
Joe Slavik,(617) 578-7099,69 South Military Trail,Deerfield Beach,FL,33442
Christie Brewer,(835) 584-4017,94 E. 350 Hwy,Raytown,MO,64133
Dan Levy,(667) 349-3784,38 Industrial Way,West Eatontown,NJ,07724
Kim,(518) 104-0249,47 Century Way,Boise,ID,83709
Richard Six,(674) 669-2401,6 E Lumsden Rd,Brandon,FL,33511
Jim Leary,(738) 738-8077,66 S. Spotswood St.,Littleton,CO,80120
Doug Whiteley,(840) 372-9096,19 Main St.,Kansas City,MO,64105-2148
Machan Pavelek,(916) 378-5057,89 Covington Drive,Butler,PA,16001
patrick cox,(765) 692-7252,33 Forum Blvd.,Columbia,Mo,65201
Jason Kreta,(215) 890-5252,29 Sylvan,Ann Arbor,MI,48104
Mr. Wells Stanwick,(713) 121-4294,,,,
Roger Sterling,(840) 868-8946,27 Castle Hill Avenue,Bronx,NY,10473
Wei Lin Koo,(471) 622-0497,39 West Monroe Street,Chicago,IL,60603
Ken Silveira,(780) 274-6007,62 Mid Valley Center,Carmel,CA,93923
Connie Spangler,(782) 632-6134,12 Christy St.,Fremont,CA,94538
Kevin Liang,(467) 275-9466,31 S. Grand Ave 4650,Los Angeles,CA,90071
,(655) 129-1067,"53 Walnut Ave, Unit C",Buena Park,CA,90620
,(688) 627-3385,19 quince orchard blvd.,gaithersburg,md,20878
Gina Cook,(395) 804-0563,2 Montgomery Village Ave.,Montgomery village,MD,20886
Mark Goldsmith,(433) 142-6638,92 E. Independence Blvd.,Charlotte,NC,28205
Tim Wicks,(380) 891-7951,Julie,Round Rock,TX,78682
Cary Krier,(556) 101-3615,"49 N. Central Expwy, 5th Floor",Dallas,TX,75231
Matthew Smith,(359) 933-3284,75 Spencer Dorm,Chapel Hill,NC,27514
Tekeshi Nagaya,(311) 685-2832,67 W 57th St # 4900,New York,NY,10019-2701
"Antonio ""Tito"" Acosta",(917) 849-0115,24 Peachtree Rd  NE,Atlanta,GA,30326
"Ben G. Alderman, Jr.",(693) 897-5880,PO Box 81,Manning,SC,29102
brittney booth,(565) 951-6276,67 camino la costa,austin,tx,78752
Cecilie Jones,(385) 527-0220,34 Camino de la Reina,San Diego,CA,92112
Mitch Ritschel,(217) 337-8425,69 Fairchild,Irvine,CA,92612-2522
Chuck Townsend,(341) 596-8737,"30 Congress Avenue, Suite L-100",Austin,TX,78701
Scott Crooks,(799) 947-9321,"88 Peachtree Rd., NE",Atlanta,GA,30326
Richard Gurley,(910) 475-4896,56 South Federal Highway,Boca Raton,FL,33432
Alan Schonberg,(907) 298-1122,10 Public Square,Cleveland,OH,44114
john stone,(369) 261-5571,61 l st,sac,ca,95825
Greg Allen,(314) 301-7977,8 E Columbia St,Farmington,MO,63640
H Husmann,(605) 896-8887,73 W. Exchange,Jerseyville,IL,62052
dan earles,(203) 255-4787,westfall drive,Encino,CA,91436
Guy Beasley,(345) 803-3818,77 6th Street,Daytona Beach,FL,32117-8099
Sharon Olson,(478) 336-0131,18 S. E. Fifth St,Evansville,IN,47708
Courtney McLaughlin,(277) 452-5141,76 Carnegie Blvd.,Charlotte,NC,28209
Brian F. Smith,(687) 701-3698,66 E. Pleasant Valley Rd.,Independence,OH,44131
Clay Weibel,(828) 248-4424,46 LaVista Road,Tucker,Ga,30084
Nicholas Simien,(609) 587-1341,46 Juniper Circle,Columbia,MO,65201
,(603) 979-6459,99 East Walnut Street,Evansville,IN,47713
Vaughn M. Foxwell,(763) 255-4206,Capitol KOA Campground,Millersville,MD,21108
Warren Bailey,(738) 279-3146,10 E. 152nd Circle,Olathe,KS,66062
Roy Wu,(386) 302-9249,65 18th St NW,Washington,DC,20036
Raymond Lewis,(335) 604-9530,19 Murfreesboro Road,Nashville,TN,37210
Ryan  Edwards,(723) 783-8299,91 B South Urbana Ave,Tulsa,ok,74137
Don Lawrence,(865) 369-3735,14 Bering Drive,Houston,TX,77057
Theodore Callier,(947) 566-0556,,New Orleans,LA,
Gayle Nichols,(731) 529-5225,"88 Capital of Texas Hwy, Ste 179",Austin,TX,78704
Carlene Danis,(818) 274-9216,PO Box 77,Mesa,AZ,85214
Julie Mushinski,(738) 121-7471,19 S. Record,Dallas,TX,75202
Jeff Birkel,(858) 689-1847,17 Dodge Street,Omaha,NE,68131
Blanche Warner,(535) 246-3643,28 S. Main St.,Naples,NY,14512
Art Phillips,(388) 397-8581,"22 N. MacArthur, Suite 104",Irving,TX,75063
Britanny Hoy,(210) 683-4566,Two Easton Oval,Columbus,OH,43219
Reba Lewis,(574) 353-6712,66 Consumer Lane,Frankfurt,KY,40601
,(210) 404-4652,66 Sunset Blvd,W. Hollywood,CA,90069
Ricky Pittman,(887) 824-4181,25 Spring Garden St.,Greensboro,NC,27407
Amy Young,(554) 842-2339,68 Peachtree st,Atlanta,ga,30308
Ronald Tebbetts,(981) 374-6235,62 Derby Downs Ct.,San Diego,CA,92130
Beth Holtwick,(536) 751-0767,38 Minnesota Ave,Kansas City,KS,66101-2704
Dan McLeod,(397) 508-3137,17 Third St,Fingal,ND,58031
Dick Olson,(844) 480-5713,44 SW Creekside Place,Beaverton,OR,97008
Matt Merrick,(225) 412-6762,11 G Chesterfield Ind. Blvd.,Chesterfield,MO,63005
Diane Davis,(506) 391-5303,16 Century Park Way,Salt Lake City,UT,84115-3507
Joanne Coy,(615) 841-5776,6 Broadway Plaza,Tacoma,WA,98402
John Lechner,(324) 362-7062,91 Corporate Office Drive,Earth City,MO,63045
Steve Filipowicz,(919) 229-6567,91 Historic Town Square,Lancaster,TX,75146
Sonya Laroia,(377) 243-5517,3 5th Avenue,New York,NY,10011
Tommy Wood,(255) 163-9205,66 Wiles Road,Coral Springs,FL,33067
Pradeep Narayanan,(479) 509-6725,"76, Balaji Estate",Kalkaji New Delhi 110019,,
Soraya Suarez,(542) 773-9320,19 Mallory Court,Weston,Fl,33326
Bob Pollack,(912) 268-7895,P. O. Box 97,Lake Mary,FL,32707
Loretta Reardon,(370) 575-8994,29 South Livingston Ave,Livingston,NJ,07039
Patty  Burnaman,(543) 778-7330,100 Esplanade,New Orleans,La,70117
Sandra McAllister,(217) 568-2299,96 Walnut Knoll,Richmond,VA,23229
Robin Williamson,(634) 840-9693,35 North Westridge Circle,Irving,TX,75038
Creston Tate,(314) 571-0026,PO Box 38,Glen Burnie,MD,21060-0757
Minh Fearnley,(562) 963-7604,4 Mangum Road,Houston,TX,77092
Michael Chapman,(595) 815-0543,86 Roosevelt Blvd,Philadelphia,PA,19114-2299
Rich Jones,(337) 861-2011,89 SW TV Highway,Portland,OR,97006
,(850) 673-1319,Schneider Hall,Eau Claire,WI,54702
George Crawford,(799) 248-8124,"27 Spring Valley, Suite 1400",Dallas,TX,75244
Jeff Stewart,(340) 983-0719,87 S. Capital of Texas Hwy,Austin,TX,78746-6490
Grant Schaffer,(343) 174-0309,Box 19,Swan River,MB,R0L 1Z0
Lori Hinterleiter,(885) 641-3719,40 Wilson Blvd.,Arlington,VA,22234
jonathan fisk,(805) 300-1587,60 middleburg dr,columbia,sc,29204
Nick Ruisi,(381) 453-9495,28 Ruhle Road S,Ballston Lake,NY,12019
Martin Hildreth,(260) 535-5393,"59 Hillcrest, Suite 750",Dallas,TX,75230
zhen luo,(370) 748-3377,"72 east 39 street, suite 1122,",New York,NY,10016
,(786) 402-3650,10 f.m. 2992,woodville,tx,75979
,(301) 779-1826,18 East Highland Drive,Jonesboro,AK,72402
Stephanie Pocina,(852) 980-4651,"79 Pace Oak Blvd., Ste. 300",Houston,TX,77027
Jack Huff,(456) 700-9526,"5 Main Street, Suite 500",Fort Worth,TX,76102
,(914) 730-9130,58 Pacific,San Francisco,ca,94111
Richard Voelker,(225) 441-1955,93 Baum Blvd,Pittsburgh,PA,15224-2305
Barbara Watkins,(604) 695-0074,P.O. Box 40,Tacoma,WA,98411
Mr. Dave Donohoe,(433) 288-9001,31 Edmund Halley Drive,Reston,VA,20191
Tom Camplese,(604) 756-8564,62 North Commerce Drive,Tucson,AZ,85705-6907
MARK RYAN,(602) 107-9728,60 W SECOND ST,DEFIANCE,OH,43512
S.A. Shareef,(550) 988-7223,"PO Box 46, 15, West Wharf",Sindh  74000,,
Jimmy Roth,(661) 446-1799,18 Brownsboro Rd,Louisville,KY,40207
Stephen Wynn,(531) 285-8372,65 Las Vegas Blvd. S.,Las Vegas,,89109
Cam  McIntosh,(776) 833-8103,"95 5th Ave., Suite 5100",Seattle,WA,98104
scott tyrone,(796) 347-4388,21 woodmont blvd,nashville,tn,37205
,(999) 391-3679,95 Pegasus Court,Winchester,VA,22602
Chuck Riekena,(675) 411-4279,87 North 1st Avenue,Pheonix,AZ,85003
David Kleinerman,(460) 770-0264,61 W. Madison St,Chicago,IL,60606
Barbara Marshall,(857) 908-6238,3 Ridgewood Dr.,Northbrook,IL,60062
Amy  Jones,(337) 104-3032,94 Kolin Ave,Midlothian,IL,60445
Amy Reiley,(769) 757-7836,32 Olive Blvd,Chesterfield,MO,63017
Ana Leon,(631) 724-3412,34 Summerwind Ln,Huntington Beach,CA,92646
,(912) 376-6183,"82 N. Michigan, #1600",Chicago,IL,60611
,(487) 135-5506,17 Delta Ave.,Cincinnati,OH,45226
Emily   Collins,(590) 899-0313,"SH 43, 2500 University Drive N.W.",Calgary,AB,T2N 1N4
Novy Barry,(350) 808-7611,88 Woodway 975,Houston,TX,77057
Tom Rainer,(414) 986-5551,18 Rock Bay Ct.,Louisville,KY,40245
Daniel Debessay,(789) 961-2741,60 Park Ave. South,Minneapolis,MN,55407
Laura Tanaka,(567) 433-2962,78 Betty Lane,Pleasant Hill,CA,94523
Peter Kosley,(346) 608-0601,65 Spring Valley Rd.,Dallas,TX,75244
Tony Mavrakos,(305) 730-5340,23 Marguerita Ave,GlennDale,MD,20769
L G,(697) 564-1313,39 Abc,Abcdefg,CA,91234
Paul Hayes,(260) 393-3449,3 Park Ave,New York,NY,10017
Chelsea Wilson,(234) 610-2491,26 E. 82nd Street,Indpls.,IN,46240
Dan Sparby,(319) 357-1318,69 Veterans hwy,Millersville,MD,21108
Michael Bonello,(572) 247-8035,51 Highland Dr.,Blair,NE,68008
,(458) 624-3125,5 topanga canyon blvd,woodland hills,ca,91367
Dennis Nishibata,(269) 111-7897,"11 Kapiolani Blvd, Ste 1010",Honolulu,HI,96814
Cris Whigham,(450) 206-6854,"27 Central Dr., Suite 222",Bedford,TX,76021
Marilyn Furlong,(452) 862-8122,21 Power Ferry Road Suite 250,Atlanta,GA,30339
Andy McRoberts,(842) 579-7139,86 N Central Expressway,Dallas,TX,75206-5207
Ron Chmielewski,(952) 743-4597,P.O. Box 48,Allentown,PA,18105
Paul Bessler,(350) 517-0328,,Phoenix,AZ,
Raymond Begnaud,(483) 345-1174,10 Broadway,Beaumont,TX,77702
Paula Weaver,(829) 615-0159,31 Brady St,Davenport,IA,52806
Alan Clark,(395) 291-2523,93 Harvest Hill Rd. Suite 101,Dallas,TX,75220
matt  wilson,(348) 972-0568,77 Dixon,Des Moines,IA,50316
Craig Loney,(262) 205-1670,87 MacGregor Ct,Worthington,OH,43085
Dallas Heller,(667) 424-3705,56 Mall Blvd,King of Prussia,PA,19046
Steve Warres,(408) 240-4110,94 Woodwind Station Drive,Woodstock,GA,30189
John Weis,(914) 114-4735,PO Box 70,Sunbury,PA,17801
Ellen Boyce,(802) 766-8378,"94 Cascade West Parkway, Suite 245",Grand Rapids,MI,49546
Nick Friese,(451) 737-9393,98 Richmondville Ave.,Westport,CT,06880
Kevin Chesley,(790) 302-4378,92 Route 37 E,Toms River,NJ,08753-5538
Rob Zeitler,(744) 668-8877,"69 Watson Rd, Suite 1L6",St. Louis,MO,63126
Allen Farnsworth,(922) 477-0797,15 Teton Ct.,Chino,CA,91710
Skip Elefante,(338) 369-0874,3 South Pointe,Laguna Hills,CA,92653
Mary Ellen Sheets,(525) 602-0694,75 Commons Parkway,Okemos,MI,48864
Rodney Scwalskie,(803) 746-3448,,,,
Eva Shou,(715) 354-1252,77 W. 35th Street,Chicago,IL,60609
Steve Lazar,(854) 483-5300,50 Blackhawk Plaza Circle,Danville,CA,94506
,(404) 375-5299,73 buli lane,bolingbrook,il,60490
John Burnett,(621) 750-7355,"46 S. Thompson Ave., 2B",Springdale,AR,72765
Susana Sanchez,(495) 794-7902,59 El Camino Real  Suite B-15,Los Altos,CA,94022
Terry Beck,(219) 857-3736,24 cedar street,Snohomish,wa,98290
Peter A. Benza,(966) 549-1398,97 Silver Cloud Circle,Lewisville,TX,75067
Mr. Jerry Davis,(340) 836-9510,"7 E Street, NW",Washington,DE,20004
Suning Cao,(398) 437-7513,59 High St.,Des Moines,IA,50392
Frank Bickle,(491) 608-0884,56 North 21st Street,Newark,OH,43055
David Six,(617) 508-8477,90 South Parsons Avenue,Brandon,FL,33511
Randy Young,(634) 924-4447,22 SW Morrison St,Portland,OR,97204
,(944) 871-6584,75 Glacier Hwy.,Juneau,AK,99801
Bob Nicholas,(756) 534-2997,"72 Ridglea Place, Suite 519",Fort Worth,TX,76116
Jake Billingsley,(971) 291-1792,"15 LBJ Freeway, Suite 1400",Dallas,TX,75240
Raul Haro,(496) 376-9631,48 Wilshire Blvd,Los Angeles,CA,90024
Thomas  DiGangi,(307) 309-7209,50 S. White Horse Pike,Somerdale,NJ,08083
John W. Jones,(879) 634-1499,60 Glenborough Drive,Houston,TX,77067-3600
Dion Ainsworth,(619) 781-6450,18 Interstate 10 East,Beaumont,TX,77703
Bill Sumski,(983) 282-0660,65 Mission Street,San Francisco,CA,94105
Jim Crowley,(961) 387-3772,"42 Kirby Drive, Suite 103",Houston,TX,77005
David M. Grossman,(682) 667-4213,13 North Wacker Drive,Chicago,IL,60606
Larry Saxon,(437) 767-2408,90 Central Park Drive,Oklahoma City,OK,73105
Michael Jaffee,(776) 190-5446,81 Airport Freeway,Bedford,TX,76021
Tim Marshall,(730) 629-1037,38 Wilshire Blv,Santa Monica,Ca,90403
Robin Montoya,(364) 395-2764,58 N. Campbell,El Paso,TX,79901
Ranney Ramsey,(239) 647-1072,92 Grand,Des Moines,IA,50392-1390
Sylvia Marshall,(419) 548-7474,27 North Wacker Drive,Chicago,IL,60606
m v,(467) 117-6781,24 California,sf,ca,94105
Harry Zuker,(368) 744-2911,55 NW Corporate Blvd.,Boca Raton,FL,33431
Louise Bairnsfather,(945) 131-3464,"46 Richard Jones Road, C-203",Nashville,TN,37215
David Watson,(529) 310-2169,"48 Maple Ave., Suite 500",Dallas,TX,75201
Les Birbaum,(627) 810-2325,64 N Mayfair Rd,Milwaukee,WI,53226
David Springer,(675) 722-2686,59 East 21 Street,New York,NY,10010
Angelo Nori,(811) 637-6292,36 Route 38 W,Maple Shade,NJ,08052-1685
Brent Seiler,(808) 343-5493,23 W Randolph 410,Chicago,IL,60661
Jacky,(498) 162-4629,92 Lohmans Crossing #106,Austin,TX,78734
Christina Guarino,(407) 161-1605,14-A Park Center Dr,Vista,CA,92083
Charlie Udriet,(857) 465-5593,1 County Complex Road,Hanover,Va,23069
Mike Caffrey,(866) 994-1481,"37 West 130th Street, Suite 110",Overland Park,KS,66213
Leda  Wagner,(563) 681-2061,99 Cesar Chavez St #28,San Francisco,CA,94110
Jim Ryan,(810) 260-3281,34 Lisle Rd.,Braintree,MA,02184
Sandra Paver-Kubica,(239) 664-4458,89 E. Prairie,Lombard,IL,60148
Eddie Okita,(491) 614-0682,22 West Sahara Avenue,Las Vegas,NV,89102
Keith Courtney,(511) 911-4099,"89 Camino Del Rio South, Suite 200",San Diego,CA,92108
Mitsko McKissack,(297) 670-1587,61 Wilshire Blvd. Suite 400,Los Angeles,,90036
,(749) 464-2431,48 I Street,sacramento,ca,95814
Vicki Layne,(346) 254-6931,84 North Pearl Street,Dallas,TX,75201-7424
Allen Richardson,(543) 603-5135,"14 North Tamiami Trail, #101",Naples,FL,34102
Cassandra Burnam,(449) 314-0694,73 Lancaster Street,Baltimore,MD,21202
Rod Martin,(666) 526-6387,99 San Jacinto,Daluas,TX,75201
,(904) 153-7787,65 washington ave,portland,me,4104
Jacci Perry,(978) 717-6155,90 Cedar Springs,Dallas,TX,75235
Denise Plumblee,(206) 133-2623,77 W Poinsett St,Greer,SC,29650-1395
Kristie Nelson Vice,(763) 127-9721,93 Spring Hill Rd.,McLean,VA,22102
John Neiuber,(829) 168-9313,57 Cooley Drive,Colton,CA,92324
Andy Hunt,(534) 698-9656,98 Cathedral Park,Buffalo,NY,14202
,(351) 573-1195,28 Ridgeway Drive,matairie,LA,70002
Ms. Penny Macklin,(246) 522-0123,"80 Hardee's Boulevard",Rocky Mount,NC,27801
Roberta Brooker,(786) 960-6860,Indiana State Data Center,Indianapolis,IN,46204
Chuck Pergrim,(435) 635-5807,88 Maple Springs/Ellery Rd.,Bemus Point,NY,14712
R F,(998) 690-6028,46 N. Main St.,FT. Worth,TX,76106
Christiane Hepfer,(400) 958-5355,"24 Towerwood Dr., Suite 113",Farmers Branch,TX,75234
Joe Knezic,(607) 169-1380,65 Ridgeway Road,Harrisburg,PA,17109
jeff fairlie,(987) 727-8862,pob 88,harrow,on,n0r1g0
Rochelle B. Spandorf,(317) 391-1419,85 Century Park East,Los Angeles,CA,90067-3021
Dan Curtis,(784) 918-4482,24 Cochise Dr.,Atlanta,Ga.,30339
David Kirkland,(550) 401-3832,61 West Park Place Blvd.,Stone Mountain,GA,30087
Adam Boarman,(641) 886-7168,72 Vanderbilt Avenue,New York,NY,10017
Thomas Exter,(352) 168-8424,16 Northwestern Hwy.,Southfield,MI,48034
Andy Pollock,(921) 700-7085,71 Pilgrim Street,London,,EC4V 6DR
Brian Tobey,(863) 267-1748,"95 Airport Frwy., Suite 400",Bedford,TX,76022
Jeff Mucha,(234) 415-2258,#58,Chicago,IL,60657
Joy Norris,(805) 308-7227,5 E Three Notch St,Andalusia,AL,36420-3122
John Moore,(967) 555-7860,35 Ralston Street,Ventura,CA,93003
Rhonda Caldwell,(953) 918-5782,PO Box 81,Redmond,WA,98073-9700
Anthony Crane,(892) 455-2193,73 Main St,Blue Grass,VA,24413
,(428) 418-7029,Graduate Business School,"Tel Aviv, Israel",is,99999
Greg DiCristina,(670) 287-7109,47 Pine Street,San Francisco,CA,94104
Alan Farnsworth,(973) 154-1223,86 Bausch & Lomb Pl.,Rochester,NY,14604
,(290) 710-8897,25 Barnett Shoals Rd,Athens,GA,30605
,(396) 984-1651,"53 Ballard Court, Suite 200",Virginia Beach,VA,23462
Toby Gregory,(494) 315-5623,"46 Montgomery Street, #1200",San Francisco,ca,94104
Suzanna Davenport,(313) 626-6429,76 North Pearl St.   2400  Lb 342,Dallas,TX,
,(640) 864-8122,42 Buck Creek Court,Fayetteville,NC,USA
jim haffey,(275) 796-0231,96 virginia beach blvd,virginia,va,23462
Robert Waddell,(851) 647-4047,83 E. 27th St.,Scottsbluff,NE,69361
ernesto vega,(283) 891-4471,94 ponce de leon blvd # 200,coral gables,fl,33134
